rec_id,given_name,surname,street_number,address_1,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
rec-1996-org,Alisha,Takemoto,2,Iolani Ave,Heeia,85281,tx,19770316,,480 2973326,,4
rec-2854-org,Alisha,La,24,Hakalau Pl,Nanawale Estates,96746,,19370313,29,423 4963134,,4
rec-1711-org,Alisha,Chock,14,Pinao St,Hawi,85086,hi,19870919,20,310 2594567,,2
rec-1787-org,Alisha,Tamayo,8,Punahele Pl,Paukaa,90254,hi,19960902,20,,,1
rec-2187-org,Hannah,Chock,8,Kulaiwi Rd,Halawa,85260,nv,19760222,9,480 0746323,,9
rec-2241-org,Alisha,Raymond,4,Anapalau Pl,Makawao,90270,wa,19441230,26,602 2928330,,2
rec-2222-org,Alisha,Furtado,8,Kaumaka Pl,Haiku-Pauwela,96719,or,19340214,,310 7264280,,1
rec-579-org,Alisha,Ford,18,Kanau St,Volcano,85079,az,20090513,35,808 1250678,,8
rec-2301-org,Alisha,Mattos,13,Polihale Pl,Pakala Village,85048,nv,19960129,11,423 1323451,,6
rec-2023-org,Alisha,Uehara,35,Mauna Kea Ranch Rd,Wheeler AFB,85219,nv,19390116,32,213 8743281,1678083,4
rec-620-org,Alisha,Uehara,13,South Ave,Tiki Gardens,85277,nv,19620509,42,253 5044598,3769176,0
rec-2771-org,Alisha,Holland,,Aopoko Pl - Honolulu International Airport (hnl),Hawi,85216,az,20191114,30,808 7802018,4003181,3
rec-923-org,Alisha,Mukai,79,Kamakee St,Punaluu,85218,nv,19780403,29,253 1914728,,4
rec-2190-org,Kristofer,He pohaku,32,,East Honolulu,90212,az,19740902,,253 5784629,2618502,3
rec-1179-org,Alisha,Takemoto,14,Aukai Ave,Mililani Town,89121,wa,20070513,,206 0166961,,3
rec-1030-org,Alisha,Kapu,31,Hahaione St,Kahaluu,89121,az,,31,,3790345,1
rec-2136-org,Daniella,Yoshikawa,257,Anapalau Pl,Volcano,90275,,20050930,,423 3905782,,2
rec-2559-org,Alisha,Kikuchi,24,Kaumaka Pl,Volcano,85061,wa,19480909,33,213 1214589,2769862,0
rec-723-org,Jaeden,Tyau,72,Liliha St,Volcano,85250,,19231014,25,480 5697029,,7
rec-2617-org,Alisha,Holland,2,,Volcano,89124,wa,,,423 2166605,,4
rec-2581-org,Alisha,Ikeda,77,Iokepa,Volcano,85250,az,20130801,,310 7047784,,0
rec-23-org,Alisha,Obrien,4,Upper St,Waipio Acres,85079,hi,20150622,33,310 2184078,6102274,3
rec-251-org,,Yanagihara,13,Pharis Pl,Wainiha,85079,nv,19741030,32,602 4517537,2225354,6
rec-1004-org,Alisha,Yim,16,Poma Pl,Puhi,96713,,,22,206 0460673,3074826,1
rec-2699-org,Alisha,Kai,5,,Kahaluu-Keauhou,89135,hi,19991230,28,206 8799873,8130455,2
rec-2535-org,Alisha,Burke,30,Hakaka Pl,Launiupoko,96726,hi,19940608,25,253 2559552,1643057,4
rec-526-org,Alisha,Scott,14,Polohi Pl,Kealakekua,89124,az,19790626,22,253 7549586,,5
rec-769-org,Alisha,Kurihara,36,,Puako,85219,nv,20021101,30,213 8766412,,6
rec-738-org,Alisha,Chock,5,Haleloa Pl,Volcano,90212,hi,20140816,25,423 6203748,4734895,1
rec-1529-org,Alisha,Moore,44,N Kukui St,Kealakekua,85234,az,20080801,35,480 6773408,,4
rec-1279-org,Alisha,Sakamoto,12,Green St,Kekaha,85219,,20120409,25,310 1490386,6040059,5
rec-1565-org,Alisha,Holland,812,Bougainville Loop,Volcano,96726,or,20150407,23,602 0787567,8158453,2
rec-1815-org,Alisha,La,20,Keopua St,Kalaeloa,96746,az,19780919,36,213 1172800,9980662,8
rec-182-org,Alisha,Tomita,14,Dillingham Blvd,Hawi,96737,wa,19300916,32,253 1671890,,1
rec-2765-org,Elias,Murphy,96,Anapalau Pl,Paukaa,85041,az,19790731,,206 7429600,2199446,9
rec-330-org,Alisha,Kaaihue,55,Ehupua Pl,Volcano,85079,hi,19360831,40,,,7
rec-2380-org,Alisha,Holland,63,Naupaka Pl,Paauilo,85224,or,19830509,35,602 1719182,2321738,0
rec-1123-org,Alisha,Kaneko,11,Kamoamoa Hmstd Rd,Honalo,85072,az,19580713,29,480 8123164,,0
rec-296-org,Alisha,Akamine,492,Malia St,Olinda,85290,nv,19291209,27,423 9519847,9299787,4
rec-2574-org,Alisha,Shimabuku,38,Paliku St,,92705,wa,19510915,30,808 9147081,,9
rec-693-org,Alisha,Tanigawa,9,Hunalewa St,Puako,90290,az,19670124,26,,6112587,4
rec-2719-org,Alisha,Hill,7,Miller St,Volcano,89138,nv,19371113,34,206 7421676,,9
rec-2847-org,Malachi,Julian,7,Bougainville Loop,Black Sands,85260,wa,,42,253 0793806,9517587,1
rec-1011-org,Alisha,Rodrigues,6,Hakuaina Pl,Paia,85043,az,20051120,28,,,2
rec-2220-org,Carley,Johnson,4,Hakuaina Pl,Kaiminani,85079,az,20000830,25,423 2055394,,6
rec-334-org,Micah,Robinson,30,Kipu Pl,Volcano,89124,nv,,,808 0489286,8357266,2
rec-1160-org,Alisha,Burgess,59,Winant St,Puako,96746,,19550117,25,480 8033361,6996236,7
rec-1773-org,Alisha,Hill,,Victoria St,Puhi,89143,az,19260821,,602 8970503,,8
rec-1082-org,Alisha,Mercado,82,Pumehana St,Paauilo,,az,19880913,31,213 5490543,8307926,1
rec-388-org,Alisha,Hill,13,Kaumaka Pl,Volcano,96747,hi,19431104,26,423 3532300,3817357,1
rec-372-org,Alisha,Vasconcellos,7,Kamoamoa Hmstd Rd,Ahuimanu,89114,az,19940226,29,206 9543755,6730259,2
rec-1256-org,Terrie,Chock,96,Homestead Rd,Kalihiwai,89137,az,19221207,24,213 9944051,2325752,3
rec-1180-org,Alisha,Char,419,Wagoner Ct,Volcano,89116,nv,19880315,24,310 9479640,2293651,9
rec-1793-org,Alisha,Kimoto,2,River St,Volcano,85075,hi,19230609,34,310 8532247,8068811,1
rec-2471-org,Alisha,Takenaka,11,Kalei Rd,Kalaheo,96778,hi,19590302,25,,4692579,1
rec-124-org,Alisha,MÄhoe,174,Kipu Pl,Kapalua,85283,,19291207,24,480 2989529,8013813,9
rec-1168-org,Alisha,Ward,109,Kulua Rd,Kailua CDP,90290,hi,20011001,30,253 6549332,5401812,5
rec-90-org,Regan,Agena,7,Anapalau Pl,Volcano Golf Course,96770,nv,19401010,33,253 1768673,,9
rec-428-org,Alisha,Moon,4,Kanoa,Tiki Gardens,90270,hi,19361014,26,480 5439879,,8
rec-593-org,Ridge,Tomita,8,Pualani,Keokea,85075,hi,19300612,,206 1425240,2900291,5
rec-2328-org,Alisha,Fujita,6,Naupaka Pl,Fern Acres,85036,az,19410119,,253 6292037,6713411,0
rec-1650-org,Hinaea,Holland,57,,Kaneohe,85066,nv,19360325,,310 9604049,3812567,1
rec-1060-org,Alisha,Teramoto,280,Anapalau Pl,Hanamaulu,85224,hi,19960427,30,423 3410465,,5
rec-1963-org,Alisha,Mililani,8,Keawe St,Pakala Village,85079,or,19810405,,310 2870973,,9
rec-2073-org,Alisha,Ainakea,29,Anapalau Pl,Volcano,96752,nv,,25,480 4705316,6811420,0
rec-980-org,Alisha,Matsunaga,33,,Volcano,89124,,19350119,28,213 3170352,,6
rec-2546-org,Alisha,Agena,11,Reeves Loop,Volcano,90264,nv,19750305,23,602 7770517,1362398,2
rec-133-org,Alisha,Holland,32,,Paauilo,90267,az,,31,480 7744077,,3
rec-583-org,Alisha,Muranaka,8,Kaalani Pl,Wailua Homesteads,96743,az,20040113,22,310 8649544,,6
rec-1470-org,Alisha,Hiapo,124,Malulani Cir,Keaau,96742,hi,19211211,25,213 0393259,,0
rec-1159-org,Alisha,Oda,59,,Volcano,96745,az,19450729,,423 3262395,,4
rec-2603-org,Alisha,Akau,17,Puowaina Dr,Volcano,89124,az,19280209,29,602 9401803,2803669,2
rec-1520-org,Alisha,Newman,,Thatcher Ct,Pakala Village,90255,hi,19480728,23,253 9986819,9576774,2
rec-2660-org,Rona,Yamanaka,2,Ihiloa Pl,Kaumakani,85075,nv,19371202,32,213 3855452,1280354,1
rec-1126-org,Alisha,Chock,64,Kamole St,Royal Kunia,85079,az,19590614,23,602 3069878,5354618,7
rec-56-org,Alisha,Ka mea Ê»imi,104,Naupaka Pl,Kalaeloa,89133,az,,27,602 4782932,,2
rec-2080-org,Alisha,Takenaka,15,Kamalei Pl,Waialua,85216,nv,20180921,31,213 3047625,5285254,3
rec-1635-org,Alisha,Hirano,23,Anapalau Pl,Kahaluu,85224,wa,,25,310 3047654,4457240,3
rec-2996-org,Alisha,Lai,59,Iholena St,,96747,hi,19930307,,253 4605095,1414094,5
rec-1215-org,Alisha,Chock,10,Hema Pl,Puako,89124,wa,19241109,27,423 5234582,,6
rec-2837-org,Alisha,Chock,7,Wakaalulu Rd,Volcano,85224,,19811025,32,310 7804885,7254335,7
rec-1970-org,Alisha,Akiyama,12,Moana,Kahaluu,85075,hi,,8,310 4371326,8701084,2
rec-670-org,Alisha,Burgess,25,Kahai St,Paauilo,85075,hi,19860106,12,808 2334516,,8
rec-2616-org,Alisha,Pham,93,Kalokoi,Kaneohe Base,85241,wa,19900406,,480 3773095,7454462,6
rec-2955-org,Alisha,Nakamoto,26,Hema Pl,Pakala Village,85069,hi,19540219,35,206 5191588,,1
rec-2162-org,Alisha,Kimoto,5,Anapalau Pl,Pakala Village,85224,hi,19911106,34,423 9021622,,0
rec-367-org,Alisha,Nani,20,Hookela Pl,Hauula,85246,nv,19991018,26,602 3855118,2934297,4
rec-2536-org,Ridge,Davis,31,Ihiloa Pl,Hawaiian Ocean View,85029,az,,38,480 6232204,1672416,1
rec-979-org,Alisha,Fisher,241,Bougainville Loop,Maalaea,90270,hi,19200113,20,423 1677335,3525481,3
rec-788-org,Alisha,Matthews,13,Kipu Pl,Volcano,96722,or,20170924,23,602 1477041,,0
rec-2236-org,Alisha,Laka,2,Kaimana,Hilo,96747,nv,19531031,24,480 8841254,,5
rec-2237-org,Alisha,Okada,24,Velez Rd,Wailea,85043,,20030813,37,253 5687968,3940947,9
rec-1752-org,Alisha,Tomita,,Amau St,Paauilo,85252,nv,19780727,10,310 6258940,3366483,2
rec-650-org,Alisha,Koyanagi,149,Pilialo Pl,Papaikou,89149,hi,19940822,31,808 3203279,4652950,1
rec-1662-org,Alisha,Barker,28,Ohu St,Keokea,85248,az,,29,253 2596649,,2
rec-1357-org,Alisha,Oishi,136,Puanani Ln,Orchidlands Estates,90280,wa,19340923,32,253 5094583,1192559,5
rec-1367-org,Alisha,Ohara,64,Kalua Pl,Paia,85079,,19441214,28,602 0036478,2575593,5
rec-885-org,Alisha,Holland,35,Kipu Pl,Waimea CDP,85247,az,19210816,40,423 7573541,,9
rec-2840-org,Hannah,Ellis,6,Punihaole Rd,Launiupoko,90290,az,19950718,26,253 0248085,1287921,0
rec-1560-org,Alisha,Rego,10,Kawaihae Waimea Rd,Tiki Gardens,96731,nv,19991101,30,808 9162937,,5
rec-1919-org,Alisha,Ohara,12,Tampa Dr,Volcano,85283,or,19550219,26,602 1304981,,8
rec-2260-org,Sherry,Chock,130,N Kukui St,Pakala Village,85216,,,29,206 4797908,7968992,9
rec-1100-org,Alisha,Chock,164,Liliuokalani Ave,Ahuimanu,85258,az,20000426,,480 6269863,3741219,0
rec-2291-org,Alisha,Uehara,13,Cavalry Rd,Volcano,92707,wa,20000922,34,480 5794556,4118773,0
rec-1938-org,Alisha,Dunn,37,Halona Pl,Waimea,85297,nv,19350122,,480 3906331,,0
rec-1373-org,Alisha,Tomita,19,Elua St,Paauilo,85219,az,19700731,20,310 4323567,,6
rec-2949-org,Kalama,Holland,6,Homestead Rd,Ko Olina,85043,az,,37,808 9730190,,1
rec-718-org,Jack,Takemoto,18,Naupaka Pl,Mountain View,96746,nv,20080413,24,,,4
rec-1027-org,Alisha,Pagan,41,Naupaka Pl,Kaumakani,85030,az,19270602,35,480 5855607,1218474,8
rec-278-org,Ridge,Furtado,22,Namilimili St,Launiupoko,96746,az,19621113,,253 2247344,,7
rec-99-org,Alisha,Goya,260,Kipu Pl,Waiohinu,85224,az,19740612,,253 7313067,,9
rec-2127-org,Milo,Takemoto,106,Anapalau Pl,Haliimaile,85005,hi,19990104,,213 1335613,,5
rec-1477-org,Alisha,Keawe,4,Anonia St,Mauna Loa Estates,90220,wa,19890926,,253 2771083,,1
rec-1521-org,Alisha,Teruya,58,Kaumaka Pl,Volcano,96704,hi,19620220,28,480 3993053,7360885,2
rec-875-org,Alisha,Hill,100,Bougainville Loop,Waiohinu,89124,wa,20020914,26,253 8480607,,5
rec-2274-org,Alisha,Hart,4,Anolani St,Mauna Loa Estates,85079,nv,20010928,28,,,9
rec-1561-org,,Coelho,141,Anapalau Pl,Waiohinu,90212,hi,19510321,9,480 2128754,,4
rec-344-org,Rylan,Burgess,2,Bougainville Loop,Kealakekua,85227,az,19220115,34,,3299485,9
rec-2568-org,Alisha,Holland,7,Bougainville Loop,Paauilo,85042,az,19880529,25,,,9
rec-1952-org,Alisha,Kanakamana,36,Mokunoio Pl,Waimea CDP,85072,hi,20000611,31,310 8809400,,3
rec-1433-org,Alisha,Tom,20,Kapaakea Ln,,96727,or,19660117,,213 1171718,9303033,1
rec-2060-org,Alisha,Chock,23,Gulston St,Tiki Gardens,96745,wa,19980908,26,206 9032762,5044119,2
rec-2086-org,Alisha,Chock,22,Emerson St,Volcano,90262,,20040821,28,423 3068015,2025251,3
rec-658-org,Nobuyuki,Takenaka,6,Lincoln Ave,Hawi,90224,hi,19280211,,,3978265,9
rec-1539-org,,Demello,25,Mokuhano Pl,Puako,90220,nv,20190715,,213 8507680,3927038,5
rec-1418-org,Alisha,Sugiyama,223,South Dr,Maalaea,92707,nv,19980910,30,253 5165878,5350626,4
rec-1186-org,Alisha,Takemoto,290,Anapalau Pl,Wahiawa,96746,az,19830817,35,213 0536137,4530146,5
rec-188-org,Alisha,Raymond,14,Naupaka Pl,Kealakekua,96705,az,19960527,28,480 7195206,,6
rec-2592-org,Alisha,Chock,121,Lower Rd,Volcano,90202,az,20000114,28,480 3977510,1903362,0
rec-931-org,Alisha,Lee,7,Waipio Valley Rd,Kaumakani,85034,az,19311222,,206 1277046,4666041,9
rec-2926-org,Alisha,Barrett,62,Keopua St,Ahuimanu,85260,az,19360801,35,310 8905318,4949219,8
rec-833-org,Alisha,Owen,3,Niele Pl,Volcano,,nv,19710425,30,480 6675531,,0
rec-821-org,Alisha,Chock,163,Mao Ln,Kapalua,85086,or,19660703,41,213 3626516,3881656,0
rec-1370-org,Alisha,Haleakala,43,Oomano Pl,Haena,90249,tx,19650120,26,480 5962178,3839604,9
rec-115-org,Alisha,Holland,101,Cushing St,Kapalua,85250,az,19841026,40,,4118730,3
rec-591-org,Alisha,Chock,,Au Moku Pl,Waianae,90278,nv,20121024,22,602 8025256,,0
rec-496-org,Alisha,Yogi,4,Liona St,Pukalani,92780,nv,19950801,33,808 4768760,8982175,6
rec-631-org,Alisha,Chock,29,Ehupua Pl,Puhi,85247,hi,19261014,,808 0771293,2818951,6
rec-2803-org,Alisha,La,,Paine Cir,Volcano,89116,wa,19520220,34,253 1558122,4347614,1
rec-549-org,Josette,Raymond,273,Palamea Ln,Hanamaulu,96789,,19480107,32,253 8713884,,3
rec-180-org,Alisha,Chock,,Mao Ln,Kapalua,85216,nv,19351003,26,310 3698579,6334772,0
rec-426-org,Alisha,Mizuno,103,Naupaka Pl,Kalaeloa,96747,,19700403,21,602 7922983,7990663,5
rec-1214-org,Alisha,Chock,9,Kanealii Ave,Volcano,90270,hi,19670328,,213 1850133,8160808,2
rec-1345-org,Alisha,Holland,9,Huene St,Volcano,96745,or,,28,213 5280682,9899372,5
rec-2028-org,Alisha,Holland,60,Morris Ln,Wailea,85043,hi,19511223,33,808 1816547,1975681,9
rec-843-org,Alisha,Chock,7,Hihio St,Kalaeloa,96712,,19611018,20,602 6137709,,5
rec-2036-org,Alisha,Barrett,6,Naupaka Pl,Makaha,85247,az,19420507,25,213 7162604,,3
rec-744-org,Alisha,Takemoto,2,Kamookoa Pl,Naalehu,85219,wa,19910417,37,480 1016739,,8
rec-2669-org,Alisha,Chock,68,Naupaka Pl,Laie,85075,az,19570708,33,206 2291009,,1
rec-841-org,Alisha,Rabago,32,Kipu Pl,Lawai,90290,hi,19840927,31,808 7967880,3222737,7
rec-1602-org,Alisha,Ailani,7,Reeves Loop,Pakala Village,85075,hi,19741123,23,213 9687319,,2
rec-1518-org,Alisha,La,7,Naupaka Pl,Volcano,89113,or,19340102,,423 4686702,,4
rec-644-org,Alisha,Kawika,61,Moanalualani Pl,Volcano,85244,or,19741223,24,423 6048423,,1
rec-1404-org,Alisha,Nakamoto,7,Booth Rd,Kaneohe,85224,,19250830,,310 4561128,,5
rec-2334-org,Alisha,Rodrigues,2,Liliwai St,Waialua,96707,hi,20120922,11,480 0092344,9564931,4
rec-1880-org,Terrie,Yamanaka,12,Mokunoio Pl,Volcano,85280,hi,19920628,29,,,5
rec-1032-org,Alisha,Holland,99,,Volcano,96789,nv,19320925,29,253 8271991,9267657,9
rec-1083-org,Alisha,Sato,3,Bravo Rd,Kaneohe Base,90274,az,19710715,,213 0560188,3998129,8
rec-24-org,Alisha,Nakamoto,52,Kikowaena Pl,Kailua CDP,96793,hi,19480222,32,602 6997810,,4
rec-1396-org,Alisha,Ikeda,62,Ihiloa Pl,Kailua CDP,96770,az,19270104,29,423 7150207,4062604,5
rec-1649-org,Alisha,Steele,7518,Anapalau Pl,Pakala Village,85009,hi,19340920,29,602 1970289,2025776,6
rec-1541-org,,Stone,179,Makaloa St,Kalaeloa,90245,hi,19480530,31,206 9171392,,2
rec-2285-org,Alisha,Makani,15,Ipo Pl,Kalihiwai,90290,az,19910427,30,206 7945392,,7
rec-2126-org,Alisha,Kimoto,32,Cleghorn St,Kapalua,90290,nv,20100622,30,423 0432157,1198970,0
rec-2832-org,Hannah,Pele,1043,Upper St,Wahiawa,85043,az,19920411,,310 8323288,,1
rec-1361-org,Alisha,Io lani,61,N Kukui St,Kaaawa,96747,hi,19690108,35,310 5287888,,0
rec-80-org,Alisha,Hiapo,5,Kaumaka Pl,Hauula,85041,wa,19920918,35,206 8498859,,0
rec-2687-org,Alisha,Uehara,24,Hiikala Pl,Ahuimanu,85239,hi,19330720,41,602 8076630,8456308,6
rec-2621-org,Alisha,Holland,51,E Hind Dr,Omao,85211,or,19920401,,602 3151074,8345888,8
rec-352-org,Alisha,Nakahara,,Portlock Rd,Waipio Acres,96745,az,19710608,28,310 7596668,,6
rec-216-org,Alisha,Chang,58,Au Moku Pl,Volcano,85020,az,19891121,19,808 2142509,6864089,8
rec-1275-org,Alisha,Sugiyama,47,Ala Kapuna St,Kailua CDP,85216,az,19731004,,602 6032636,2026774,8
rec-1591-org,Ridge,Obrien,77,Anuenue,Volcano,85043,,,34,213 8957915,5478282,7
rec-635-org,Alisha,Tamayo,9,E 2nd St,Puako,85224,or,19551019,32,480 3032938,8764496,4
rec-1302-org,,Apana,19,Anapalau Pl,Waihee-Waiehu,85266,wa,20050128,25,480 6006657,7564802,3
rec-5-org,Alisha,,11,Kipu Pl,Puako,90290,hi,19390515,30,253 0276284,5857382,8
rec-689-org,Alisha,Tomita,140,,Laie,85030,,19520615,45,808 4136878,,0
rec-347-org,Alisha,Tanigawa,5,Naupaka Pl,Volcano,90212,or,19480428,,480 8113545,6453347,8
rec-1355-org,Alisha,Becker,2,Kipu Pl,Kahaluu,96763,az,20000529,31,480 6921508,2856181,0
rec-1680-org,Alisha,Oki,30,Thatcher Ct,Puako,85224,nv,19481205,31,808 1791312,9657952,5
rec-1349-org,Fusaye,Okumura,13,Gardner Ave,Wahiawa,96746,nv,,38,808 7719909,5272865,0
rec-2266-org,Alisha,Okada,137,Anapalau Pl,Olowalu,96731,nv,19200716,28,423 0297575,2477378,7
rec-58-org,Alisha,Enomoto,16,Naupaka Pl,Keaau,92708,az,,27,423 3007011,,8
rec-547-org,Alisha,Lindsey,21,Bougainville Loop,Hilo,96747,nv,20210915,,480 6544305,,3
rec-2174-org,Alisha,Meyers,20,Ehupua Pl,Kawela Bay,85249,hi,19401206,27,423 8153635,8590212,6
rec-2390-org,Alisha,Kealakekua,57,Waieli St,Pakala Village,85266,az,20010103,28,480 7771169,6331977,8
rec-415-org,Ridge,Edwards,12,Ehupua Pl,Heeia,85079,,19621023,22,310 1184893,,9
rec-1281-org,Ridge,Takemoto,15,Kidd St,Omao,90290,az,19460421,31,480 5740865,,8
rec-1783-org,Alisha,Gomez,3,Nalameha St,Tiki Gardens,96745,nv,19950409,25,480 4404231,,7
rec-2591-org,,Hirano,31,Kaheka St,Keokea,85299,az,19450601,41,253 7513913,,1
rec-580-org,Alisha,Lim,44,Ihiloa Pl,Wahiawa,85275,az,19660412,33,253 0262782,,6
rec-1055-org,,Ikeda,9,Waikii Rd,Haliimaile,92708,hi,,38,423 0219885,4905730,6
rec-2980-org,Alisha,Kealakekua,34,Upper St,Volcano,85250,or,19960503,,602 0452784,3476827,4
rec-810-org,Harriet,Chock,8,Anapalau Pl,Volcano,96709,az,20030620,12,602 7929180,1908542,8
rec-145-org,Alisha,Fuller,89,Mahie St,Puako,85224,wa,19440523,26,253 4186813,5104954,8
rec-1431-org,Alisha,Cunningham,6,Konane,Puhi,85085,az,19721223,30,602 6731160,9301082,1
rec-2590-org,Alisha,Bright,2,Kauila St,Tiki Gardens,85281,nv,,28,808 5694827,,0
rec-2509-org,Hema,Alana,55,Halona Pl,Honokaa,96784,az,19740509,32,213 2742924,7841562,9
rec-1714-org,Alisha,Mueller,11,Kumukahi Pl,Maunaloa,96746,wa,19590905,35,423 4274182,,9
rec-1655-org,Alisha,Holland,41,Valkenburgh St,Kawela Bay,85048,az,19670718,21,253 3320634,2303752,0
rec-2707-org,Avis,Payne,271,Noeau St,Pakala Village,96778,,19810915,20,213 2160695,5035930,3
rec-978-org,Alisha,Yasuda,35,Hunalewa St,Kealakekua,90290,or,20120914,8,602 2789453,8344274,3
rec-608-org,Alisha,Zane,45,Iholena St,Kailua CDP,85224,az,,31,206 8791081,7524050,6
rec-1309-org,Alisha,Arakawa,12,Aloha Aina Pl,Kilauea,96745,,19630930,29,213 4852361,8297849,4
rec-2618-org,Alisha,Li,8,Kalauokalani Way,Leilani Estates,85247,hi,,27,206 5352417,6387273,2
rec-924-org,Alisha,Ikeda,408,,Wainaku,85274,hi,19721225,38,206 8085134,8197431,4
rec-1435-org,Alisha,Alebana,24,Ihiloa Pl,Kapalua,85220,az,,22,480 9024374,,3
rec-927-org,Alisha,Palila,35,Kipu Pl,Discovery Harbour,85075,az,19210414,31,310 3351802,8767739,2
rec-2693-org,Alisha,Chock,3,Kuahono St,Fern Acres,89116,,19630121,34,213 9997588,,5
rec-1601-org,Alisha,Chock,79,Hakuaina Pl,Puako,89116,wa,19230212,,206 3987052,,2
rec-52-org,Alisha,La,79,Naupaka Pl,Kawela Bay,85216,az,,24,480 8992414,,6
rec-1661-org,Niko,May,11,Poipu Pl,Kaneohe,96770,nv,19220509,36,310 5275835,6681945,4
rec-1507-org,Alisha,Davis,14,Peni,Kaneohe Base,96715,az,19700729,31,808 6906865,2434228,3
rec-527-org,Yoshinobu,Julian,7,Hema Pl,Hauula,85036,hi,20210529,,310 2220994,,7
rec-627-org,Alisha,Toma,2,S King St,Hawaiian Acres,85043,nv,19210318,,310 6933981,4797985,4
rec-2026-org,Alisha,Okada,73,Bougainville Loop,Mokuleia,90291,hi,,34,423 9862834,9085706,5
rec-545-org,Alisha,Chock,97,Morris Ln,Kailua CDP,89143,az,19310124,36,808 5195124,5290235,1
rec-2863-org,Alisha,Uehara,187,Ehupua Pl,Kekaha,90212,wa,20150413,,808 2049679,4390044,3
rec-2722-org,Alisha,Aquino,28,Panui St,Kula,96746,or,19820702,34,423 0243854,3239882,5
rec-96-org,Alisha,Kajiwara,150,Pua Way,Puako,90291,or,,38,206 2774894,1883781,4
rec-213-org,Alisha,Fox,10,Lippia Loop,Volcano,90212,hi,19860122,,,,7
rec-184-org,Alisha,Kim,10,Portlock Rd,Kalaeloa,85247,az,20090317,31,808 3593938,,5
rec-50-org,Hannah,Mills,155,Anapalau Pl,Makena,90290,tx,19370906,21,602 2500197,,3
rec-1069-org,Alisha,Barker,17,Kuola Pl,Volcano,90290,,19721007,39,423 7042948,,1
rec-2604-org,Alisha,Chock,88,Kelikoi St,Pukalani,85260,az,19270603,25,253 2733417,,8
rec-1377-org,Alisha,Yamanaka,7,Kapiolani Blvd,Schofield Barracks,90264,hi,,26,253 7106086,7295658,3
rec-299-org,Alisha,Davis,34,N Kukui St,Kahaluu-Keauhou,96716,,19361118,33,423 7450126,,2
rec-232-org,Alisha,La,58,Nobrega St,Waiohinu,96778,az,19920425,28,206 8270553,9821531,3
rec-914-org,Saysha,La,71,Ala Makani Way,Mauna Loa Estates,85075,nv,19900729,38,253 1317817,,8
rec-936-org,Alisha,Kagawa,20,Ihiloa Pl,Wahiawa,85055,,20160628,22,808 5166080,,8
rec-2880-org,Alisha,Yamanaka,19,Momolio St,Kalaeloa,90255,az,20080413,,808 6162294,,8
rec-721-org,Alisha,Keona,103,Haupu Pl,Volcano,85254,az,,32,480 0336249,1403241,8
rec-1801-org,Alisha,Uehara,5,Kipu Pl,Paia,96786,,19280702,30,602 1394256,6368071,7
rec-1627-org,Alisha,Tomita,31,Kaumaka Pl,East Honolulu,85224,az,19680602,10,310 5874319,,6
rec-2143-org,Alisha,Okumura,73,Alo Alo St,Kahaluu,85247,az,19931204,30,808 6318680,8635885,7
rec-362-org,Ryker,Holland,24,Puu Kani Rd,Tiki Gardens,85043,wa,19610308,10,480 8672995,4742238,7
rec-369-org,Alisha,Keaka,374,,Pukalani,89149,az,19960617,34,310 1219488,,5
rec-1359-org,Sean,Hu,17,Booth Rd,Volcano,85041,nv,19760710,21,253 1089381,,7
rec-2030-org,Alisha,Holland,36,Diamond Head Rd,Kalaeloa,85260,,20000531,28,213 1593351,,6
rec-336-org,Alisha,Oki,12,N Kukui St,Ewa Beach,90290,hi,20081019,34,423 1685021,1802762,5
rec-2335-org,Alisha,Raymond,54,Mokunoio Pl,Kaloko,85250,wa,,24,213 5708541,,3
rec-2123-org,Alisha,FitzGerald,73,Telephone Rd,Volcano,85219,tx,19350831,24,310 2117725,,2
rec-709-org,Alisha,Tom,9,Naupaka Pl,Laie,90254,az,20010912,37,206 3777487,9661890,5
rec-1292-org,Alisha,Inouye,17,Panui St,Keokea,90290,az,19330416,,206 4884974,,3
rec-1463-org,Alisha,Okumura,32,Panui St,Honomu,89124,nv,20080905,27,602 3585317,,4
rec-725-org,Alisha,Hill,89,10th Ave Pl,Keokea,85250,nv,19500407,13,808 2024715,,6
rec-245-org,Alisha,Lindsey,16,Kaimoku Pl,Tiki Gardens,89126,az,19391214,32,206 2056828,,3
rec-2449-org,Alisha,Tomita,7,,Tiki Gardens,85075,,20060829,32,808 9438327,,0
rec-2950-org,Alisha,Keona,71,Kipu Pl,Kapolei,96746,hi,20080912,,423 9824457,,9
rec-2320-org,Alisha,Chock,10,,Kaumakani,96746,nv,19750802,33,310 3598612,,0
rec-325-org,Alisha,Benson,9,Bougainville Loop,Puhi,96704,or,,26,213 8207840,,7
rec-2041-org,,Matsunaga,66,Tampa Dr,Volcano,85281,hi,19710601,25,602 9592646,,4
rec-2248-org,Alisha,Chock,3,Philip St,Kalaheo,85216,az,19210619,32,213 7756246,,2
rec-2490-org,Alisha,Aiwohi,143,Kamalei Pl,Volcano,85222,az,19620208,26,808 9509421,,6
rec-1157-org,Alisha,Chock,274,,Pakala Village,85043,az,19680618,34,808 6680192,8274487,5
